55.88,9.13,547.50
56.31,8.69,521.25
56.69,8.31,498.75
56.81,8.19,491.25
58.50,6.50,390.00
58.94,6.06,363.75
59.38,5.63,337.50
59.56,5.44,326.25
59.81,5.19,311.25
60.06,4.94,296.25
60.38,4.63,277.50
60.63,4.38,262.50
60.69,4.31,258.75
60.88,4.13,247.50
61.00,4.00,240.00
61.13,3.88,232.50
61.25,3.75,225.00
61.44,3.56,213.75
61.63,3.38,202.50
61.81,3.19,191.25
61.88,3.13,187.50
62.06,2.94,176.25
62.13,2.88,172.50
62.19,2.81,168.75
62.25,2.75,165.00
62.38,2.63,157.50
62.50,2.50,150.00
62.63,2.38,142.50
62.75,2.25,135.00
62.88,2.13,127.50
62.94,2.06,123.75
62.94,2.06,123.75
63.00,2.00,120.00
62.88,2.13,127.50
62.94,2.06,123.75
63.19,1.81,108.75
63.38,1.63,97.50
63.63,1.37,82.50
63.81,1.19,71.25
64.00,1.00,60.00
62.94,2.06,123.75
62.44,2.56,153.75
62.25,2.75,165.00
62.19,2.81,168.75
63.44,1.56,93.75
63.50,1.50,90.00
63.63,1.37,82.50
63.81,1.19,71.25
63.94,1.06,63.75
64.06,0.94,56.25
63.81,1.19,71.25
63.94,1.06,63.75
64.06,0.94,56.25
64.19,0.81,48.75
64.37,0.63,37.50
64.50,0.50,30.00
64.62,0.37,22.50
64.75,0.25,15.00
64.87,0.12,7.50
65.00,0.00,0.00
65.12,-0.12,-900.00
65.19,-0.19,-900.00
65.25,-0.25,-900.00
65.25,-0.25,-900.00
65.31,-0.31,-900.00
65.37,-0.37,-900.00
65.44,-0.44,-900.00
65.37,-0.37,-900.00
65.44,-0.44,-900.00
65.44,-0.44,-900.00
65.50,-0.50,-900.00
65.62,-0.63,-900.00
65.69,-0.69,-900.00
65.75,-0.75,-900.00
65.75,-0.75,-900.00
65.69,-0.69,-900.00
65.69,-0.69,-900.00
65.69,-0.69,-900.00
65.62,-0.63,-900.00
65.62,-0.63,-900.00
65.56,-0.56,-900.00
65.50,-0.50,-900.00
65.50,-0.50,-900.00
65.44,-0.44,-900.00
65.37,-0.37,-900.00
65.31,-0.31,-900.00
65.31,-0.31,-900.00
65.19,-0.19,-900.00
65.12,-0.12,-900.00
65.00,0.00,0.00
64.94,0.06,3.75
64.87,0.12,7.50
64.69,0.31,18.75
64.56,0.44,26.25
64.50,0.50,30.00
64.44,0.56,33.75
64.37,0.63,37.50
64.37,0.63,37.50
64.31,0.69,41.25
64.25,0.75,45.00
64.19,0.81,48.75
64.12,0.88,52.50
64.00,1.00,60.00
63.94,1.06,63.75
63.88,1.12,67.50
63.75,1.25,75.00
63.69,1.31,78.75
63.63,1.37,82.50
63.56,1.44,86.25
63.50,1.50,90.00
63.44,1.56,93.75
63.44,1.56,93.75
63.38,1.63,97.50
63.31,1.69,101.25
63.31,1.69,101.25
63.31,1.69,101.25
63.31,1.69,101.25
63.38,1.63,97.50
63.50,1.50,90.00
63.56,1.44,86.25
63.75,1.25,75.00
63.94,1.06,63.75
64.12,0.88,52.50
64.31,0.69,41.25
64.50,0.50,30.00
65.00,0.00,0.00
65.37,-0.37,-900.00
65.87,-0.88,-900.00
65.94,-0.94,-900.00
66.19,-1.19,-900.00
66.25,-1.25,-900.00
66.31,-1.31,-900.00
66.44,-1.44,-900.00
66.50,-1.50,-900.00
66.25,-1.25,-900.00
66.19,-1.19,-900.00
65.06,-0.06,-900.00
64.50,0.50,30.00
64.06,0.94,56.25
63.94,1.06,63.75
63.88,1.12,67.50
63.75,1.25,75.00
63.63,1.37,82.50
63.56,1.44,86.25
63.56,1.44,86.25
63.56,1.44,86.25
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.50,1.50,90.00
63.38,1.63,97.50
63.13,1.88,112.50
62.94,2.06,123.75
62.81,2.19,131.25
62.81,2.19,131.25
62.75,2.25,135.00
62.75,2.25,135.00
62.75,2.25,135.00
62.75,2.25,135.00
62.75,2.25,135.00
62.69,2.31,138.75
62.88,2.13,127.50
63.38,1.63,97.50
63.75,1.25,75.00
63.56,1.44,86.25
63.50,1.50,90.00
63.50,1.50,90.00
63.44,1.56,93.75
63.44,1.56,93.75
63.44,1.56,93.75
63.44,1.56,93.75
63.44,1.56,93.75
63.44,1.56,93.75
63.44,1.56,93.75
63.75,1.25,75.00
63.75,1.25,75.00
63.81,1.19,71.25
63.81,1.19,71.25
63.88,1.12,67.50
63.88,1.12,67.50
63.88,1.12,67.50
63.88,1.12,67.50
65.00,0.00,0.00
65.94,-0.94,-900.00
66.81,-1.81,-900.00
67.25,-2.25,-900.00
67.44,-2.44,-900.00
67.56,-2.56,-900.00
67.62,-2.63,-900.00
67.62,-2.63,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.44,-2.44,-900.00
67.50,-2.50,-900.00
67.56,-2.56,-900.00
67.62,-2.63,-900.00
67.62,-2.63,-900.00
67.62,-2.63,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.69,-2.69,-900.00
67.62,-2.63,-900.00
67.62,-2.63,-900.00
67.56,-2.56,-900.00
67.56,-2.56,-900.00
67.25,-2.25,-900.00
66.87,-1.88,-900.00
66.75,-1.75,-900.00
66.81,-1.81,-900.00
66.87,-1.88,-900.00
66.62,-1.63,-900.00
66.50,-1.50,-900.00
66.44,-1.44,-900.00
66.37,-1.37,-900.00
66.37,-1.37,-900.00
66.31,-1.31,-900.00
66.25,-1.25,-900.00
66.19,-1.19,-900.00
66.12,-1.12,-900.00
66.12,-1.12,-900.00
66.06,-1.06,-900.00
66.00,-1.00,-900.00
66.00,-1.00,-900.00
65.87,-0.88,-900.00
65.81,-0.81,-900.00
65.94,-0.94,-900.00
66.00,-1.00,-900.00
65.75,-0.75,-900.00
65.56,-0.56,-900.00
71.56,-6.56,-900.00
72.19,-7.19,-900.00
69.94,-4.94,-900.00
67.00,-2.00,-900.00
66.00,-1.00,-900.00
65.69,-0.69,-900.00
65.50,-0.50,-900.00
65.37,-0.37,-900.00
65.37,-0.37,-900.00
65.31,-0.31,-900.00
65.31,-0.31,-900.00
65.31,-0.31,-900.00
65.25,-0.25,-900.00
65.25,-0.25,-900.00
65.25,-0.25,-900.00
65.19,-0.19,-900.00
65.19,-0.19,-900.00
65.19,-0.19,-900.00
65.12,-0.12,-900.00
65.12,-0.12,-900.00
65.06,-0.06,-900.00
65.06,-0.06,-900.00
64.87,0.12,7.50
65.56,-0.56,-900.00
67.69,-2.69,-900.00
68.75,-3.75,-900.00
69.37,-4.38,-900.00
69.75,-4.75,-900.00
69.87,-4.88,-900.00
70.00,-5.00,-900.00
69.69,-4.69,-900.00
69.94,-4.94,-900.00
70.19,-5.19,-900.00
70.12,-5.13,-900.00
70.19,-5.19,-900.00
70.19,-5.19,-900.00
70.12,-5.13,-900.00
70.00,-5.00,-900.00
70.06,-5.06,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
70.12,-5.13,-900.00
69.50,-4.50,-900.00
69.37,-4.38,-900.00
69.37,-4.38,-900.00
69.44,-4.44,-900.00
69.50,-4.50,-900.00
69.50,-4.50,-900.00
69.50,-4.50,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.62,-4.63,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.56,-4.56,-900.00
69.50,-4.50,-900.00
68.62,-3.63,-900.00
68.37,-3.38,-900.00
68.25,-3.25,-900.00
68.12,-3.13,-900.00
68.12,-3.13,-900.00
68.06,-3.06,-900.00
68.06,-3.06,-900.00
68.06,-3.06,-900.00
68.06,-3.06,-900.00
68.06,-3.06,-900.00
68.06,-3.06,-900.00
68.06,-3.06,-900.00
66.81,-1.81,-900.00
67.00,-2.00,-900.00
67.12,-2.13,-900.00
67.19,-2.19,-900.00
67.25,-2.25,-900.00
67.31,-2.31,-900.00
67.31,-2.31,-900.00
67.31,-2.31,-900.00
67.37,-2.38,-900.00
67.37,-2.38,-900.00
67.37,-2.38,-900.00
67.37,-2.38,-900.00
67.37,-2.38,-900.00
67.00,-2.00,-900.00
66.81,-1.81,-900.00
66.75,-1.75,-900.00
66.69,-1.69,-900.00
66.62,-1.63,-900.00
66.62,-1.63,-900.00
66.62,-1.63,-900.00
66.62,-1.63,-900.00
66.62,-1.63,-900.00
66.62,-1.63,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.56,-1.56,-900.00
66.06,-1.06,-900.00
65.50,-0.50,-900.00
65.25,-0.25,-900.00
65.06,-0.06,-900.00
64.87,0.12,7.50
64.75,0.25,15.00
64.62,0.37,22.50
64.56,0.44,26.25
64.50,0.50,30.00
64.31,0.69,41.25
64.19,0.81,48.75
64.12,0.88,52.50
64.00,1.00,60.00
64.00,1.00,60.00
63.88,1.12,67.50
63.81,1.19,71.25
63.75,1.25,75.00
63.63,1.37,82.50
63.50,1.50,90.00
63.44,1.56,93.75
59.50,5.50,330.00
51.06,13.94,836.25
48.31,16.69,1001.25
46.94,18.06,1083.75
45.88,19.12,1147.50
44.94,20.06,1203.75
44.00,21.00,1260.00
43.13,21.87,1312.50
